club_id,season,team_emb_0,team_emb_1,team_emb_2,team_emb_3,team_emb_4,team_emb_5,team_emb_6,team_emb_7,team_emb_8,team_emb_9,team_emb_10,team_emb_11,team_emb_12,team_emb_13,team_emb_14,team_emb_15
3,2023,-1.8121455,-0.26304922,1.6003968,1.4167387,-1.7051995,-1.6189167,1.0510483,1.5225668,-0.98459727,0.8533169,0.3971303,0.011801545,0.89495975,0.66352665,-2.4782536,1.3913904
3,2024,-3.9352965,0.41149262,1.2124875,1.8466427,0.7514304,-0.59119046,-0.106732674,0.886836,-0.7829908,0.82729954,-1.3379624,-0.71300423,0.4742474,0.9718751,-2.510229,0.7842877
4,2012,-1.8729,1.3416702,2.0090904,2.777375,-2.0305312,-0.572881,-0.60814184,0.8354569,-1.6212164,0.48977706,-0.4400139,2.0611033,1.7744182,2.2169435,-1.8705086,2.6387386
4,2013,-1.7408887,-0.23738182,1.6263827,1.380013,-1.6455249,-1.5686216,0.9524267,1.4821465,-0.9040995,1.0004839,0.42473072,0.048509292,0.7582748,0.67280775,-2.4010367,1.5123905
4,2014,-2.8905325,-0.27711907,1.4107354,2.4233375,0.20007901,-1.187715,0.42560565,0.50309986,-0.6732925,-0.485505,-0.17420822,0.2681067,0.6408372,-0.5287694,-1.74962,1.3286585
4,2015,-3.6140695,0.05934267,1.4270228,1.457839,0.7729584,-0.30845886,0.37646613,0.8417351,-0.55161023,0.7726179,-1.5212526,-1.1134279,0.40280762,0.64089453,-2.4170616,1.2528177
4,2016,-4.1141124,0.15847686,1.0041573,1.6640774,1.8417945,-0.7216108,-0.03135279,0.9393349,-0.79402065,1.9243541,-2.1815555,-0.95681673,0.29055932,0.77051723,-2.3455408,2.2486055
4,2017,-3.2883067,0.3224021,1.5122242,1.7990645,0.89070946,-0.8628163,-0.59529626,0.29211396,-0.70102865,0.22250648,-1.2820549,-0.048465047,0.6774023,0.8080744,-2.575444,1.0828909
4,2018,-1.7036577,-0.27226478,1.6116396,1.4168372,-1.7568808,-1.7032965,1.045792,1.5281721,-0.98241454,0.94208,0.463291,0.09261664,0.8919576,0.62583894,-2.4786098,1.4483922
4,2019,-3.9570003,0.131399,1.1035763,1.6415657,1.6377667,-0.7099712,0.03856101,0.92785543,-0.7264626,1.6950725,-2.0213258,-0.933369,0.32341504,0.6573882,-2.3424041,2.0934436
4,2020,-1.7144583,1.3651466,2.3238764,3.104956,-0.34996092,-0.87527376,-1.5453355,0.69509923,-0.81307584,-0.12054922,-1.0367669,2.348155,1.76112,0.18294638,-1.4511263,3.0110352
4,2021,-3.419946,0.11602352,1.4058421,2.2325077,0.91695404,-0.85787827,-0.038621478,0.32083663,-0.5949598,0.73843336,-1.2446053,-0.24513161,0.5178745,0.2693369,-2.1267772,1.1734301
4,2022,-3.5829327,0.083576724,1.5189346,1.3789289,0.71130174,-0.2723906,0.42846698,0.84179205,-0.56547135,0.8566293,-1.6266766,-1.1038574,0.46730846,0.6818471,-2.5188444,1.1076527
4,2023,-5.6051297,0.3744647,0.25933704,2.2497642,1.8290944,0.63973147,-0.12728652,0.17965661,-1.3366264,1.1720957,-2.1045,-1.7772065,-0.0071714893,2.5686712,-2.280116,1.1557372
4,2024,-4.2045074,0.3851887,0.88498116,2.105211,1.3100034,-0.8287627,-0.2945797,0.94856244,-0.90676534,1.123777,-1.3953743,-0.5988687,0.3577355,0.89327484,-2.2761402,1.5128002
5,2012,-3.8902376,2.8037686,1.731481,3.450328,-4.4069443,-2.2869313,1.1965368,0.5473888,-3.9644718,1.6764648,-0.40915102,1.6369824,3.0907526,4.777763,-4.4349737,3.6523716
5,2013,-5.757996,1.6686653,2.8463137,-0.0037653157,-6.360453,-2.5717285,3.29441,-0.8419848,-6.762597,3.4091496,4.9271026,-0.136177,-0.7026213,4.6625237,-3.477253,5.440516
5,2014,-3.136931,-0.2352857,2.057764,3.706715,-3.295989,-2.2073627,1.0551555,0.23623887,-3.0355356,1.0208895,1.2404757,1.1634092,2.1948347,2.6719043,-3.2678158,1.4149324
5,2015,-3.0926,-0.40897426,1.9030663,2.609184,-3.55398,-2.637463,1.5638574,1.2959921,-3.1748922,1.5880977,1.0474862,0.41611964,2.4071026,2.7977922,-4.1442466,1.4314271
5,2016,-3.1945372,-0.14004661,2.18185,3.6377904,-3.1619399,-2.0062218,1.0096272,0.17263782,-2.9701066,1.1665934,0.9154978,1.0680022,2.2242944,2.750953,-3.3721707,1.2411885
5,2017,-8.336283,3.759696,0.44721285,1.0218743,-9.358468,-3.008307,5.5103297,-3.0417714,-8.659577,4.5717535,6.607218,-0.722303,-2.7691703,7.4302716,-4.5155067,8.329204
5,2018,-4.2355666,1.2898551,0.60326713,4.1971602,-4.414194,-3.0669603,2.6256154,-0.33975947,-3.6446438,1.4756874,0.6498413,0.43492258,2.2377574,4.04823,-4.776447,1.9131566
5,2019,-3.0139768,-0.3581527,2.0831974,1.8840059,-3.2581632,-2.2514036,1.5371267,1.8572142,-2.705495,1.7937552,0.5630997,-0.24768949,2.0996046,2.5764956,-4.1477556,1.7963066
5,2020,-5.9762635,3.9006479,1.6072654,0.8484396,-5.7104764,-3.764312,4.5893893,-0.64546686,-5.665144,2.999313,1.617497,-1.5200124,0.5879223,5.042185,-5.4492326,4.800998
5,2021,-3.2836075,-0.05830227,1.7879063,1.9544317,-3.7262392,-2.5730093,2.09323,1.7797765,-3.0800445,2.115664,0.34082752,-0.34520987,2.4785256,3.1147022,-4.8379664,1.7265491
5,2022,-5.1410923,3.857231,1.1105123,2.251924,-4.416602,-4.247422,4.201141,-0.033135496,-4.1763353,1.9139293,-0.22296588,-1.3458511,2.210236,4.280885,-6.2204676,2.9188786
5,2023,-4.909973,3.2728176,1.0909214,2.2320852,-4.376702,-3.933729,3.8978405,0.2486502,-3.9660568,2.164826,-0.21763662,-1.2761433,2.213681,4.3428783,-6.116655,2.7387345
5,2024,-4.9755583,2.689822,0.39173666,2.5135825,-4.177259,-3.5930448,3.5619874,0.43008697,-3.305301,1.8387545,-0.14206779,-1.3187728,1.7539263,3.9079278,-5.730211,3.0246694
6,2016,-2.5426385,0.20632415,2.21182,2.1846218,-1.4346982,-0.54768956,0.480488,1.2961822,-1.7671952,0.90827435,1.6224238,-1.2854013,1.9099567,0.2562526,-3.3633506,2.3939114
7,2012,-0.1463365,1.9423137,-0.8124606,1.3409133,0.18707451,0.37644666,-0.94686234,0.32769075,-1.0748584,-0.31594282,-0.4703648,1.9287376,1.2405989,0.21860182,-0.11670791,0.93287534
7,2013,-0.7856661,1.3115543,-0.9921562,0.15719865,1.8593888,-0.64546216,0.7760116,0.75329775,-1.6474499,0.80744016,-0.5219034,1.064866,0.7506826,-1.5421932,-0.77226806,0.36200365
7,2020,-0.8837689,1.1117114,-1.2477415,0.15372184,1.5483652,0.13088548,0.6989306,0.65099406,-1.3406473,0.19445328,0.10088177,-0.12465009,0.3307634,-0.7159474,-0.58645856,0.11308862
7,2021,-1.1655093,1.2944332,-1.4475368,-0.032570206,1.7051154,0.26695415,0.35684073,1.0172211,-1.5385467,0.049364667,0.36595684,-0.52346057,0.30361262,-0.3048591,-0.8782479,0.008924078
7,2022,-1.0164205,1.0846752,-1.3358351,0.20498247,1.5755239,-0.012689857,0.6669641,0.70491475,-1.4487681,0.43898022,-0.14090951,-0.01183302,0.32430896,-0.630441,-0.5747041,0.26256093
7,2023,-1.0418174,0.7144511,-1.6237116,0.33871824,1.9328405,-0.02603812,0.46932843,-0.040112264,-1.4866825,-0.072949626,-0.4502657,-0.14490044,0.22540534,0.009610973,-0.5827349,0.37547085
8,2012,-0.086692244,2.0519102,-0.6708808,1.3077562,0.4128318,0.13228421,-0.96242213,0.32991213,-1.1789154,-0.24019712,-0.64000416,2.421353,1.4950877,-0.23366779,-0.1982565,0.99245816
8,2019,-1.2483758,1.5244914,-1.1596737,0.045652635,2.190347,-0.7589986,0.37488872,1.157398,-1.9614838,1.0216217,-0.58115053,1.0683031,0.7852917,-1.331082,-1.1167908,0.4720854
8,2024,-1.4150834,1.4398346,-1.6257565,1.5507219,1.9899791,-0.49788767,-0.60491896,-0.3898706,-1.7249006,0.10410181,0.015215047,1.0693202,0.17728418,-0.15484588,-0.63072777,-0.22307055
9,2012,-0.8923293,2.2062635,-1.3237956,1.6038266,0.7142384,0.33959413,-1.1048084,0.5669168,-1.5417264,0.76531464,-1.4536082,2.1798756,1.0785421,0.77045363,0.1331766,1.7018929
9,2018,-2.6881962,1.8200674,-2.1784651,1.9957042,2.6051006,-0.84048647,-1.3964623,-0.060485847,-2.3896177,0.759,-0.52111334,1.4133285,0.046528473,0.66172904,-0.8408108,0.11589439
9,2019,-1.042491,1.245911,-0.96356875,-0.08966442,1.699138,0.196046,0.701009,0.59123534,-1.2376549,0.85836655,-0.61094946,0.011197384,0.49744934,-0.40676203,-0.898564,-0.2984967
9,2021,-1.2260062,1.0037957,-1.1914661,1.4931914,1.5962398,0.26878473,0.5745933,-1.1316279,-1.365848,0.69704014,-0.7290604,0.8987815,0.27435178,-0.28066936,-0.18488052,-0.7917819
9,2022,-1.3881047,1.4100218,-1.2186018,1.0788697,1.7510878,-0.18597259,-0.5524091,-0.5368333,-1.3718958,0.41320187,-0.35829723,0.83532447,0.4170493,0.24140677,-0.981913,-0.96707183
9,2023,-2.9931881,1.2149189,-2.4076529,0.7436208,2.9609108,-0.5078355,0.2413874,1.1297836,-2.6276968,2.2368002,-2.1635716,0.51738983,0.15172662,0.24557336,-0.46308318,1.5540217
9,2024,-0.85718656,1.3530928,-0.72524613,-0.26261687,1.8113236,0.5970575,0.7636064,0.4748028,-1.0232816,0.3321531,-0.18864928,-0.18590447,0.6126491,-0.7925114,-0.9740751,-0.68618613
10,2012,-2.8967273,1.7750975,1.7431678,3.0392876,-0.01937858,0.3334191,-1.5638627,0.5162786,-0.8780871,0.21636792,-1.8643185,1.192772,1.326191,1.9518327,-1.4578602,2.7187362
10,2013,-3.1242435,-0.072782025,1.7144943,1.491944,0.6222229,-0.8346088,0.52172756,0.96367526,-0.5096205,0.54915667,-1.3437562,-0.5749116,0.67391914,-0.14629401,-2.453709,1.2743814
10,2014,-3.783586,0.19679227,1.3953547,1.3573213,1.084581,-0.3223163,0.26574445,0.85280937,-0.6418294,1.565877,-2.0505946,-1.1450803,0.4171459,0.9371899,-2.604094,1.3870311
10,2015,-1.9260693,1.3441167,2.1401205,3.1440988,-0.5057895,-0.62699646,-1.4566772,0.6958795,-0.82738334,-0.46614352,-0.8937237,2.1390193,1.6396629,0.46776363,-1.2581884,2.8795807
10,2016,-3.8204215,0.18195996,1.357177,1.4056377,1.2592375,-0.44229496,0.20502785,0.86744606,-0.6579298,1.647875,-2.1106026,-1.0722436,0.4225514,0.8399554,-2.5836473,1.5316423
10,2017,-1.9772164,1.4318367,1.9804056,3.193576,-0.29405814,-0.63335264,-1.6023502,0.6291663,-0.80474925,-0.0020536594,-1.0770735,2.0077908,1.5194354,0.754894,-1.3121885,3.163709
10,2018,-3.0056446,1.7870532,1.6998515,3.0528443,-0.092783466,0.47679746,-1.530461,0.49004996,-0.8940652,0.034211982,-1.7685573,1.0760752,1.2598994,2.0607266,-1.4073044,2.6613624
10,2019,-3.4025555,0.27859417,1.4549026,3.2450871,0.45501453,-0.41441408,-0.17915472,-0.47721553,-0.7604813,-0.1021048,-0.85203505,0.42148042,0.68320334,0.6065762,-1.4693491,0.75853205
10,2020,-1.7217636,1.3159233,2.0708585,2.83864,-2.0646484,-0.7567865,-0.5813233,0.8501269,-1.6258701,0.40705645,-0.40671492,2.2499745,1.8881273,1.950258,-1.8686796,2.66642
10,2021,-1.8856386,-0.26804054,1.5510968,1.4201483,-1.7149363,-1.5871865,1.0584096,1.530296,-1.0060527,0.7970909,0.4250257,-0.04230224,0.87300766,0.73681897,-2.4609575,1.3893408
10,2022,-3.799588,0.10297688,1.2024097,1.617368,1.4330323,-0.697771,0.109933,0.9167781,-0.65943563,1.4687067,-1.862439,-0.9094943,0.35759217,0.5461288,-2.3398774,1.9381561
10,2023,-4.598728,0.41496265,0.5941509,3.4677155,1.5275995,-0.2841983,-0.6011733,-0.5537018,-1.2563206,1.032282,-1.6729395,-0.03516643,0.4078044,1.6722928,-1.4374224,1.7080072
10,2024,-3.8130233,0.28901207,1.5439893,1.0529195,0.7076876,-0.25643492,0.27621773,1.1675141,-0.7387868,0.995337,-1.7786591,-1.298829,0.5702954,1.0788743,-3.007314,0.7247451
11,2012,-1.8662229,3.454836,-0.21886024,2.2288353,-2.3839421,0.32740557,0.6328427,-0.31755295,-3.8151433,1.2357653,0.26052302,-0.49281064,3.2073448,2.4587033,-2.4965382,2.387393
11,2013,-4.517452,2.7715247,0.6542766,-1.4887948,-4.118082,0.19615303,3.1631474,-1.1114045,-6.327954,3.552861,4.7518063,-2.5437307,-0.5998332,3.1479044,-2.2830524,4.7369523
11,2014,-3.7763596,3.5120025,0.53917575,-0.3803909,-2.7841935,-0.57134,3.0766096,-0.8400665,-5.27584,2.4023495,2.5907526,-2.654433,1.0372835,2.5699666,-2.840702,2.9673698
11,2015,-2.2251697,1.6280432,-0.023363745,0.84560406,-1.5317271,-0.66122305,1.8780829,0.46383828,-3.2849193,1.5108086,0.7407703,-2.2890053,2.5947008,1.2617418,-3.0278263,1.0808648
11,2016,-2.558654,2.0143807,-0.243718,0.88705516,-1.566116,-0.5110094,2.0377412,0.2743778,-3.2671661,1.7728424,0.45103896,-2.568656,2.4129524,1.6855459,-3.2325199,1.2191315
11,2017,-3.712564,4.7298007,-0.89061284,0.86746866,-2.0488884,-2.0451887,3.2295768,-0.47082365,-4.1074142,1.5364982,0.35649645,-3.1726372,2.147241,2.4378748,-4.293385,2.0527675
11,2018,-4.0890007,5.771833,-0.85161984,1.2501222,-2.1937943,-2.08757,4.1072726,-1.4034369,-4.2508726,1.3933039,-0.06324746,-3.3313243,2.1139617,2.601882,-4.437987,2.1899786
11,2019,-2.3549345,1.7179404,-0.46464658,1.0297444,-1.7682478,-0.8217529,2.0762095,0.36879236,-3.2049582,1.5307293,0.8016969,-2.377756,2.4046419,1.3208139,-3.1754003,1.3577354
11,2020,-3.5883505,4.6414175,-0.7276834,1.1665561,-2.147349,-1.879786,3.6075518,-0.8810062,-4.094806,1.3322035,0.30378014,-3.0399811,2.2684896,2.2585843,-4.1000094,1.9677935
11,2021,-1.4710289,0.1931857,0.54092175,0.5970338,-0.73263055,0.2595873,0.71421707,1.048888,-2.6201358,1.5194175,0.76792794,-1.8730133,2.4716308,0.21337096,-2.1747983,0.6969546
11,2022,-2.6287882,2.8805616,-0.27904785,2.6136796,-1.7214985,-0.44611642,1.8649089,-1.7133595,-3.6202145,1.0948269,0.7997537,-1.6933098,2.3387353,1.9699521,-2.683163,0.5408297
11,2023,-2.8101966,3.1354442,-0.17332214,2.5294247,-1.6370418,-0.3311055,1.9076726,-1.7825612,-3.7411327,1.0385754,0.7640726,-1.840369,2.3208218,2.1850202,-2.6723664,0.46648026
11,2024,-4.1987023,4.3574133,-0.2044417,1.5867983,-3.1072328,-0.3779924,2.8850734,-2.9547594,-5.227227,1.8144387,3.1605637,-2.06694,0.40596235,3.068472,-2.4017541,2.7514677
12,2012,-2.8442264,1.1404761,2.450809,3.2423942,-3.8403485,-1.5006557,-0.008002289,1.2698866,-3.432705,1.6534754,0.04780381,2.0894623,2.9646454,4.088195,-3.5182624,3.2464983
12,2013,-3.4766822,-0.07569155,2.1342304,3.522666,-3.2237434,-1.7507472,1.1161132,0.20701414,-3.1586397,1.3035355,0.64876187,0.8183021,2.3564398,3.2708745,-3.6175385,0.97342473
12,2014,-3.772141,1.5082531,2.0312462,3.6501324,-3.9992867,-3.202061,2.3187282,-0.4725458,-4.081353,1.3210917,0.97524184,0.8283948,2.620802,3.6071935,-4.34925,1.5296848
12,2015,-3.6925764,0.99438643,2.0497942,3.5583756,-3.6460066,-2.5140235,1.7637757,-0.31724173,-3.6082575,1.5756906,0.8012807,0.7535759,2.3254142,3.658527,-4.011498,1.4192741
12,2016,-5.1287036,4.2100024,1.98632,1.7784361,-4.1323133,-3.940081,4.008964,-0.19639587,-4.496199,2.23084,-0.38217682,-1.4433335,2.3852189,4.6906743,-6.1752334,2.4750264
12,2017,-5.739547,4.7437186,0.56089103,4.213118,-4.628095,-4.180595,4.1876016,-1.9451318,-4.633903,1.2596996,-0.0255214,-0.5753683,2.072655,4.962469,-5.9320545,2.579432
12,2018,-4.604109,2.1931849,0.52793837,2.4385831,-4.3129888,-3.5639384,3.4179156,0.71123064,-3.3575282,2.1571484,0.011132851,-1.1148444,1.9217958,3.9974854,-5.7548795,2.8810115
12,2019,-4.303019,2.1495714,1.6480714,1.9863465,-3.839169,-3.3619816,2.9926848,0.69327134,-3.548632,1.9739605,0.13990642,-0.8518473,2.1723337,3.6452756,-5.2584243,2.4334407
12,2020,-6.586894,5.845461,-0.68544525,2.642077,-5.082948,-5.3451304,5.3010526,-0.41346896,-4.520262,2.1671295,-0.6587372,-2.3312063,1.6782564,5.4593678,-7.693657,3.994912
12,2021,-9.1815815,3.0742083,0.3231671,-1.8955935,-10.563343,-2.4837446,6.2339234,-1.9738648,-9.31697,6.046218,8.061775,-1.9783711,-4.626108,7.5697265,-4.513451,10.9821415
12,2022,-6.2207203,5.635741,0.27382714,2.250966,-4.8109317,-5.336408,5.0603356,-0.30726695,-4.8639765,1.8493017,-0.43320858,-1.9420679,2.1329398,5.001297,-7.351074,3.5243297
12,2023,-6.578131,5.890548,-0.739942,3.3443842,-5.0431743,-5.4416294,4.770328,-1.4688708,-4.8925805,1.4428439,-0.30965024,-1.6382341,1.7651469,5.8596435,-7.5130377,3.949248
12,2024,-5.6935267,4.1390758,0.41307575,2.1940765,-4.069043,-4.275659,3.8574114,0.23089327,-3.8115122,1.7832179,-0.40043646,-1.6625518,1.7951243,4.207045,-6.3611183,3.1960714
13,2012,-3.0283964,4.127319,0.041838393,3.2662363,-3.711454,-0.38602352,0.92764264,0.035135582,-3.1654954,1.0164509,-0.19888784,-0.035575654,2.713169,3.37645,-3.811764,3.0085778
13,2013,-4.2998066,5.621306,0.43278226,1.6200367,-3.3391347,-2.147706,3.7470458,-0.7408218,-3.6844063,1.162002,-0.12693492,-3.0097892,2.02252,2.8866115,-5.424617,1.8643081
13,2014,-2.9124556,4.448552,0.93018687,2.9567482,-3.411238,-0.4397097,0.74535584,-0.12024049,-3.4618323,0.8188225,0.052651204,0.104128905,2.8286803,3.2062676,-3.472815,2.7940469
13,2015,-3.5690374,4.786341,1.4281484,2.2178104,-2.748591,-1.5468274,2.6133842,-1.6229618,-3.6138372,0.51967067,0.3670935,-1.8350043,2.2047696,2.4427497,-4.259902,1.2079822
13,2016,-3.6844692,5.9259567,0.6228309,3.0854642,-3.6863163,-0.9466686,1.5451769,-0.82239014,-3.8618944,0.7531249,-0.222765,-0.3395285,2.6906092,3.747971,-4.03891,3.1472268
13,2017,-4.4910936,5.6958284,1.2030352,1.8323524,-5.0371866,-0.4524693,1.8055923,-1.2293075,-5.323071,1.6678483,2.1254327,-0.20342544,1.2108107,4.353777,-3.4527328,4.8042154
13,2018,-3.045472,4.277725,0.16233063,3.2302434,-3.49673,-0.31555423,0.8314963,-0.11272625,-3.027087,0.8891723,-0.2343432,-0.017277267,2.5999804,3.1017723,-3.6421673,3.063139
13,2019,-2.8549807,4.4610176,0.93425536,3.0058608,-3.232244,-0.44388315,0.6525102,-0.21401733,-3.2619295,0.5908311,0.08966704,0.20898114,2.7271705,2.7546394,-3.2616668,2.9137743
13,2020,-2.5092351,1.7114506,0.8383858,1.2044824,-2.2339292,-0.819491,1.1380813,1.4560263,-2.3636642,1.1396397,0.605409,-1.8850536,2.1469207,1.2319987,-3.9476883,0.8259409
13,2021,-2.5749156,4.1934266,1.3241447,2.8597922,-3.117685,-0.28705394,0.411151,-0.062058277,-3.2484348,0.81907463,0.057622783,0.35123923,2.8662667,2.7204556,-3.212163,2.6717162
13,2022,-1.7799872,2.2437735,1.172756,2.9358163,-2.9219043,0.47799677,-0.4733412,0.8500994,-2.6641495,0.9179214,0.22607206,0.6159035,2.8500004,2.4096854,-2.7552803,2.296842
13,2023,-3.3003745,3.5011876,0.34132737,2.0786293,-2.7333531,-1.6705736,1.5952793,-0.3530155,-3.1013622,0.8353377,0.6292731,-1.6841695,1.9959056,2.4633615,-4.6013093,1.5366471
13,2024,-3.3706112,3.7999656,0.95450807,2.4058344,-2.5167353,-0.9511776,1.9925352,-1.2532079,-2.815408,0.46822044,0.4607535,-1.7927837,1.7246618,2.0665717,-3.699433,1.3724217
14,2013,-2.61256,3.907561,-1.1875477,-0.21923897,-0.46983087,0.32337072,2.0469117,-3.32648,-3.7240708,1.281103,2.8431273,0.84508944,-1.9455923,0.58594036,0.480314,1.9118751
